author,title,style,transfer_type,text
Allen Ginsberg,Howl,Beat,ORIGINAL,"returning years later truly bald except for a wig of blood, and tears and fingers, to the visible madman doom of the wards of the madtowns of the East,
Pilgrim State’s Rockland’s and Greystone’s foetid halls, bickering with the echoes of the soul, rocking and rolling in the midnight solitude-bench dolmen-realms of love, dream of life a nightmare, bodies turned to stone as heavy as the moon,
with mother finally ******, and the last fantastic book flung out of the tenement window, and the last door closed at 4 A.M. and the last telephone slammed at the wall in reply and the last furnished room emptied down to the last piece of mental furniture, a yellow paper rose twisted on a wire hanger in the closet, and even that imaginary, nothing but a hopeful little bit of hallucination—
ah, Carl, while you are not safe I am not safe, and now you’re really in the total animal soup of time—
and who therefore ran through the icy streets obsessed with a sudden flash of the alchemy of the use of the ellipsis catalogue a variable measure and the vibrating plane,
who dreamt and made incarnate gaps in Time & Space through images juxtaposed, and trapped the archangel of the soul between 2 visual images and joined the elemental verbs and set the noun and dash of consciousness together jumping with sensation of Pater Omnipotens Aeterna Deus
to recreate the syntax and measure of poor human prose and stand before you speechless and intelligent and shaking with shame, rejected yet confessing out the soul to conform to the rhythm of thought in his naked and endless head,"
Allen Ginsberg,Howl,Beat,ORIGINAL,"What sphinx of cement and aluminum bashed open their skulls and ate up their brains and imagination?
Moloch! Solitude! Filth! Ugliness! Ashcans and unobtainable dollars! Children screaming under the stairways! Boys sobbing in armies! Old men weeping in the parks!
Moloch! Moloch! Nightmare of Moloch! Moloch the loveless! Mental Moloch! Moloch the heavy judger of men!
Moloch the incomprehensible prison! Moloch the crossbone soulless jailhouse and Congress of sorrows! Moloch whose buildings are judgment! Moloch the vast stone of war! Moloch the stunned governments!
Moloch whose mind is pure machinery! Moloch whose blood is running money! Moloch whose fingers are ten armies! Moloch whose breast is a cannibal dynamo! Moloch whose ear is a smoking tomb!
Moloch whose eyes are a thousand blind windows! Moloch whose skyscrapers stand in the long streets like endless Jehovahs! Moloch whose factories dream and croak in the fog! Moloch whose smoke-stacks and antennae crown the cities!
Moloch whose love is endless oil and stone! Moloch whose soul is electricity and banks! Moloch whose poverty is the specter of genius! Moloch whose fate is a cloud of sexless hydrogen! Moloch whose name is the Mind!
Moloch in whom I sit lonely! Moloch in whom I dream Angels! Crazy in Moloch! Cocksucker in Moloch! Lacklove and manless in Moloch!
Moloch who entered my soul early! Moloch in whom I am a consciousness without a body! Moloch who frightened me out of my natural ecstasy! Moloch whom I abandon! Wake up in Moloch! Light streaming out of the sky!"
Allen Ginsberg,Howl,Beat,ORIGINAL,"Carl Solomon! I’m with you in Rockland
   where you’re madder than I am
I’m with you in Rockland
   where you must feel very strange
I’m with you in Rockland
   where you imitate the shade of my mother
I’m with you in Rockland
   where you’ve murdered your twelve secretaries
I’m with you in Rockland
   where you laugh at this invisible humor
I’m with you in Rockland
   where we are great writers on the same dreadful typewriter
I’m with you in Rockland
   where your condition has become serious and is reported on the radio
I’m with you in Rockland
   where the faculties of the skull no longer admit the worms of the senses
I'm with you in Rockland
   where you drink the tea of the breasts of the spinsters of Utica
I’m with you in Rockland
   where you pun on the bodies of your nurses the harpies of the Bronx
I’m with you in Rockland
   where you scream in a straightjacket that you’re losing the game of the actual pingpong of the abyss
I’m with you in Rockland
   where you bang on the catatonic piano the soul is innocent and immortal it should never die ungodly in an armed madhouse"
Allen Ginsberg,Howl,Beat,ORIGINAL,"I’m with you in Rockland
   where fifty more shocks will never return your soul to its body again from its pilgrimage to a cross in the void
I’m with you in Rockland
   where you accuse your doctors of insanity and plot the Hebrew socialist revolution against the fascist national Golgotha
I’m with you in Rockland
   where you will split the heavens of Long Island and resurrect your living human Jesus from the superhuman tomb
I’m with you in Rockland
   where there are twentyfive thousand mad comrades all together singing the final stanzas of the Internationale
I’m with you in Rockland
   where we hug and kiss the United States under our bedsheets the United States that coughs all night and won’t let us sleep
I’m with you in Rockland
   where we wake up electrified out of the coma by our own souls’ airplanes roaring over the roof they’ve come to drop angelic bombs the hospital illuminates itself    imaginary walls collapse    O skinny legions run outside    O starry-spangled shock of mercy the eternal war is here    O victory forget your underwear we’re free
I’m with you in Rockland
   in my dreams you walk dripping from a sea-journey on the highway across America in tears to the door of my cottage in the Western night"
Jack Kerouac,On the road,Beat,ORIGINAL,"I first met Dean not long after my wife and I split up. I had just gotten over a serious illness that I won’t bother to talk about, except that it had something to do with the miserably weary split-up and my feeling that everything was dead. With the coming of Dean Moriarty began the part of my life you could call my life on the road. Before that I’d often dreamed of going West to see the country, always vaguely planning and never taking off. Dean is the perfect guy for the road because he actually was born on the road, when his parents were passing through Salt Lake City in 1926, in a jalopy, on their way to Los Angeles. First reports of him came to me through Chad King, who’d shown me a few letters from him written in a New Mexico reform school. I was tremendously interested in the letters because they so naively and sweetly asked Chad to teach him all about Nietzsche and all the wonderful intellectual things that Chad knew. At one point Carlo and I talked about the letters and wondered if we would ever meet the strange Dean Moriarty. This is all far back, when Dean was not the way he is today, when he was a young jailkid shrouded in mystery. Then news came that Dean was out of reform school and was coming to New York for the first time; also there was talk that he had just married a girl called Marylou."
Jack Kerouac,On the road,Beat,ORIGINAL,"Yes, and it wasn’t only because I was a writer and needed new experiences that I wanted to know Dean more, and because my life hanging around the campus had reached the completion of its cycle and was stultified, but because, somehow, in spite of our difference in character, he reminded me of some long-lost brother; the sight of his suffering bony face with the long sideburns and his straining muscular sweating neck made me remember my boyhood in those dye-dumps and swimholes and riversides of Paterson and the Passaic. His dirty workclothes clung to him so gracefully, as though you couldn’t buy a better fit from a custom tailor but only earn it from the Natural Tailor of Natural Joy, as Dean had, in his stresses. And in his excited way of speaking I heard again the voices of old companions and brothers under the bridge, among the motorcycles, along the wash-lined neighborhood and drowsy doorsteps of afternoon where boys played guitars while their older brothers worked in the mills. All my other current friends were «intellectuals» - Chad the Nietzschean anthropologist, Carlo Marx and his nutty surrealist low-voiced serious staring talk, Old Bull Lee and his critical anti-every-thing drawl - or else they were slinking criminals like Elmer Hassel, with that hip sneer; Jane Lee the same, sprawled on the Oriental cover of her couch, sniffing at the New Yorker. But Dean’s intelligence was every bit as formal and shining and complete, without the tedious intellectualness. And his «criminality» was not something that sulked and sneered; it was a wild yeasaying overburst of American joy; it was Western, the west wind, an ode from the Plains, something new, long prophesied, long a-coming (he only stole cars for joy rides)."
Jack Kerouac,On the road,Beat,ORIGINAL,"And Dean told Carlo of unknown people in the West like Tommy Snark, the clubfooted poolhall rotation shark and cardplayer and queer saint. He told him of Roy Johnson, Big Ed Dunkel, his boyhood buddies, his street buddies, his innumerable girls and sex-parties and pornographic pictures, his heroes, heroines, adventures. They rushed down the street together, digging everything in the early way they had, which later became so much sadder and perceptive and blank. But then they danced down the streets like dingledodies, and I shambled after as I’ve been doing all my life after people who interest me, because the only people for me are the mad ones, the ones who are mad to live, mad to talk, mad to be saved, desirous of everything at the same time, the ones who never yawn or say a commonplace thing, but burn, burn, burn like fabulous yellow roman candles exploding like spiders across the stars and in the middle you see the blue centerlight pop and everybody goes «Awww!» What did they call such young people in Goethe’s Germany? Wanting dearly to learn how to write like Carlo, the first thing you know, Dean was attacking him with a great amorous soul such as only a con-man can have.
"
Jack Kerouac,On the road,Beat,ORIGINAL,"The sun was going down. I walked, after a few cold beers, to the edge of town, and it was a long walk. All the men were driving home from work, wearing railroad hats, baseball hats, all kinds of hats, just like after work in any town anywhere. One of them gave me a ride up the hill and left me at a lonely crossroads on the edge of the prairie. It was beautiful there. The only cars that came by were farmer-cars; they gave me suspicious looks, they clanked along, the cows were coming home. Not a truck. A few cars zipped by. A hotrod kid came by with his scarf flying. The sun went all the way down and I was standing in the purple darkness. Now I was scared. There weren’t even any lights in the Iowa countryside; in a minute nobody would be able to see me. Luckily a man going back to Davenport gave me a lift downtown. But I was right where I started from. I went to sit in the bus station and think this over. I ate another apple pie and ice cream; that’s practically all I ate all the way across the country, I knew it was nutritious and it was delicious, of course. I decided to gamble. I took a bus in downtown Davenport, after spending a half-hour watching a waitress in the bus-station cafe, and rode to the city limits, but this time near the gas stations."
Jack Kerouac,On the road,Beat,ORIGINAL,"We stopped along the road for a bite to eat. The cowboy went off to have a spare tire patched, and Eddie and I sat down in a kind of homemade diner. I heard a great laugh, the greatest laugh in the world, and here came this rawhide old-timer Nebraska farmer with a bunch of other boys into the diner; you could hear his raspy cries clear across the plains, across the whole gray world of them that day. Everybody else laughed with him. He didn’t have a care in the world and had the hugest regard for everybody. I said to myself, Wham, listen to that man laugh. That’s the West, here I am in the West. He came booming into the diner, calling Maw’s name, and she made the sweetest cherry pie in Nebraska, and I had some with a mountainous scoop of ice cream on top. «Maw, rustle me up some grub afore I have to start eatin myself raw or some damn silly idee like that.» And he threw himself on a stool and went hyaw hyaw hyaw hyaw. «And throw some beans in it.» It was the spirit of the West sitting right next to me. I wished I knew his whole raw life and what the hell he’d been doing all these years besides laughing and yelling like that. Whooee, I told my soul, and the cowboy came back and off we went to Grand Island.
"
Jack Kerouac,On the road,Beat,ORIGINAL,"I woke up with a big headache. Slim was gone - to Montana, I guess. I went outside. And there in the blue air I saw for the first time, far off, the great snowy tops of the Rocky Mountains. I took a deep breath. I had to get to Denver at once. First I ate a breakfast, a modest one of toast and coffee and one egg, and then I cut out of town to the highway. The Wild West festival was still going on; there was a rodeo, and the whooping and jumping were about to start all over again. I left it behind me. I wanted to see my gang in Denver. I crossed a railroad overpass and reached a bunch of shacks where two highways forked off, both for Denver. I took the one nearest the mountains so I could look at them, and pointed myself that way. I got a ride right off from a young fellow from Connecticut who was driving around the country in his jalopy, painting; he was the son of an editor in the East. He talked and talked; I was sick from drinking and from the altitude. At one point I almost had to stick my head out the window. But by the time he let me off at Longmont, Colorado, I was feeling normal again and had even started telling him about the state of my own travels. He wished me luck."
Jack Kerouac,On the road,Beat,ORIGINAL,"It was a war with social overtones. Dean was the son of a wino, one of the most tottering bums of Larimer Street, and Dean had in fact been brought up generally on Larimer Street and thereabouts. He used to plead in court at the age of six to have his father set free. He used to beg in front of Larimer alleys and sneak the money back to his father, who waited among the broken bottles with an old buddy. Then when Dean grew up he began hanging around the Glenarm pool-halls; he set a Denver record for stealing cars and went to the reformatory. From the age of eleven to seventeen he was usually in reform school. His specialty was stealing cars, gunning for girls coming out of high school in the afternoon, driving them out to the mountains, making them, and coming back to sleep in any available hotel bathtub in town. His father, once a respectable and hardworking tinsmith, had become a wine alcoholic, which is worse than a whisky alcoholic, and was reduced to riding freights to Texas in the winter and back to Denver in the summer. Dean had brothers on his dead mother’s side - she died when he was small - but they disliked him. Dean’s only buddies were the poolhall boys. Dean, who had the tremendous energy of a new kind of American saint, and Carlo were the underground monsters of that season in Denver, together with the poolhall gang, and, symbolizing this most beautifully, Carlo had a basement apartment on Grant Street and we all met there many a night that went to dawn - Carlo, Dean, myself, Tom Snark, Ed Dunkel, and Roy Johnson. More of these others later. My first af"
Jack Kerouac,On the road,Beat,ORIGINAL,"Carlo’s basement apartment was on Grant Street in an old red-brick rooming house near a church. You went down an alley, down some stone steps, opened an old raw door, and went through a kind of cellar till you came to his board door. It was like the room of a Russian saint: one bed, a candle burning, stone walls that oozed moisture, and a crazy makeshift ikon of some kind that he had made. He read me his poetry. It was called «Denver Doldrums.» Carlo woke up in the morning and heard the «vulgar pigeons» yakking in the street outside his cell; he saw the «sad nightingales» nodding on the branches and they reminded him of his mother. A gray shroud fell over the city. The mountains, the magnificent Rockies that you can see to the west from any part of town, were «papier-mâché.» The whole universe was crazy and cockeyed and extremely strange. He wrote of Dean as a «child of the rainbow» who bore his torment in his agonized priapus. He referred to him as «Oedipus Eddie» who had to «scrape bubble gum off windowpanes.» He brooded in his basement over a huge journal in which he was keeping track of everything that happened every day - everything Dean did and said."
Jack Kerouac,On the road,Beat,ORIGINAL,"I was to stay in the shack and write a shining original story for a Hollywood studio. Remi was going to fly down in a stratosphere liner with this harp under his arm and make us all rich; Lee Ann was to go with him; he was going to introduce her to his buddy’s father, who was a famous director and an intimate of W. C. Fields. So the first week I stayed in the shack in Mill City, writing furiously at some gloomy tale about New York that I thought would satisfy a Hollywood director, and the trouble with it was that it was too sad. Remi could barely read it, and so he just carried it down to Hollywood a few weeks later. Lee Ann was too bored and hated us too much to bother reading it. I spent countless rainy hours drinking coffee and scribbling. Finally I told Remi it wouldn’t do; I wanted a job; I had to depend on them for cigarettes. A shadow of disappointment crossed Remi’s brow - he was always being disappointed about the funniest things. He had a heart of gold. He arranged to get me the same kind of job he had, as a guard in the barracks. I went through the necessary routine, and to my surprise the bastards hired me. I was sworn in by the local police chief, given a badge, a club, and now I was a special policeman."
Jack Kerouac,On the road,Beat,ORIGINAL,"For the next fifteen days we were together for better or for worse. When we woke up we decided to hitchhike to New York together; she was going to be my girl in town. I envisioned wild complexities with Dean and Marylou and everybody - a season, a new season. First we had to work to earn enough money for the trip. Terry was all for starting at once with the twenty dollars I had left. I didn’t like it. And, like a damn fool, I considered the problem for two days, as we read the want ads of wild LA papers I’d never seen before in my life, in cafeterias and bars, until my twenty dwindled to just over ten. We were very happy in our little hotel room. In the middle of the night I got up because I couldn’t sleep, pulled the cover over baby’s bare brown shoulder, and examined the LA night. What brutal, hot, siren-whining nights they are! Right across the street there was trouble. An old rickety rundown rooming house was the scene of some kind of tragedy. The cruiser was pulled up below and the cops were questioning an old man with gray hair. Sobbings came from within. I could hear everything, together with the hum of my hotel neon. I never felt sadder in my life. LA is the loneliest and most brutal of American cities; New York gets god-awful cold in the winter but there’s a feeling of wacky comradeship somewhere in some streets. LA is a jungle."
Jack Kerouac,On the road,Beat,ORIGINAL,"In the morning we boldly struck out on our new plan. We were going to take a bus to Bakersfield and work picking grapes. After a few weeks of that we were headed for New York in the proper way, by bus. It was a wonderful afternoon, riding up to Bakersfield with Terry: we sat back, relaxed, talked, saw the countryside roll by, and didn’t worry about a thing. We arrived in Bakersfield in late afternoon. The plan was to hit every fruit wholesaler in town. Terry said we could live in tents on the job. The thought of living in a tent and picking grapes in the cool California mornings hit me right. But there were no jobs to be had, and much confusion, with everybody giving us innumerable tips, and no job materialized. Nevertheless we ate a Chinese dinner and set out with reinforced bodies. We went across the SP tracks to Mexican town. Terry jabbered with her brethren, asking for jobs. It was night now, and the little Mextown street was one blazing bulb of lights: movie marquees, fruit stands, penny arcades, five-and-tens, and hundreds of rickety trucks and mud-spattered jalopies, parked. Whole Mexican fruit-picking families wandered around eating popcorn. Terry talked to everybody. I was beginning to despair. What I needed - what Terry needed, too - was a drink, so we bought a quart of California port for thirty-five cents and went to the railroad yards to drink. We found a place where hobos had drawn up crates to sit over fires. We sat there and drank the wine."
Jack Kerouac,On the road,Beat,ORIGINAL,"We ate the grapes, and in the evening Rickey showed up with a loaf of bread and a pound of hamburg and we had a picnic. In a larger tent next to ours lived a whole family of Okie cottonpickers; the grandfather sat in a chair all day long, he was too old to work; the son and daughter, and their children, filed every dawn across the highway to my farmer’s field and went to work. At dawn the next day I went with them. They said the cotton was heavier at dawn because of the dew and you could make more money than in the afternoon. Nevertheless they worked all day from dawn to sundown. The grandfather had come from Nebraska during the great plague of the thirties - that selfsame dustcloud my Montana cowboy had told me about - with the entire family in a jalopy truck. They had been in California ever since. They loved to work. In the ten years the old man’s son had increased his children to the number of four, some of whom were old enough now to pick cotton. And in that time they had progressed from ragged poverty in Simon Legree fields to a kind of smiling respectability in better tents, and that Vas all. They were extremely proud of their tent. 
"
Jack Kerouac,On the road,Beat,ORIGINAL,"In the morning the dew made the tent sag; I got up with my towel and toothbrush and went to the general motel toilet to wash; then I came back, put on my pants, which were all torn from kneeling in the earth and had been sewed by Terry in the evening, put on my ragged straw hat, which had originally served as Johnny’s toy hat, and went across the highway with my canvas cotton-bag. Every day I earned approximately a dollar and a half. It was just enough to buy groceries in the evening on the bicycle. The days rolled by. I forgot all about the East and all about Dean and Carlo and the bloody road. Johnny and I played all the time; he liked me to throw him up in the air and down in the bed. Terry sat mending clothes. I was a man of the earth, precisely as I had dreamed I would be, in Paterson. There was talk that Terry’s husband was back in Sabinal and out for me; I was ready for him. One night the Okies went mad in the roadhouse and tied a man to a tree and beat him to a pulp with sticks. I was asleep at the time and only heard about it. From then on I carried a big stick with me in the tent in case they got the idea we Mexicans were fouling up their trailer camp. They thought I was a Mexican, of course; and in a way I am."
Jack Kerouac,On the road,Beat,ORIGINAL,"There was utter confusion in the following hour. My Southern relatives had no idea what was going on, or who or what Dean, Marylou, and Ed Dunkel were; they dumbly stared. My aunt and my brother Rocky went in the kitchen to consult. There were, in all, eleven people in the little Southern house. Not only that, but my brother had just decided to move from that house, and half his furniture was gone; he and his wife and baby were moving closer to the town of Testament. They had bought a new parlor set and their old one was going to my aunt’s house in Paterson, though we hadn’t yet decided how. When Dean heard this he at once offered his services with the Hudson. He and I would carry the furniture to Paterson in two fast trips and bring my aunt back at the end of the second trip. This was going to save us a lot of money and trouble. It was agreed upon. My sister-inlaw made a spread, and the three battered travelers sat down to eat. Marylou had not slept since Denver. I thought she looked older and more beautiful now.
"
TRANSFER_BEFORE_06,On the road,Beat,TRANSFER_BEFORE,"The parties were enormous; there were at least a hundred people at a basement apartment in the West Nineties. People overflowed into the cellar compartments near the furnace. Something was going on in every corner, on every bed and couch - not an orgy but just a New Year’s party with frantic screaming and wild radio music. There was even a Chinese girl. Dean ran like Groucho Marx from group to group, digging everybody. Periodically we rushed out to the car to pick up more people. Damion came. Damion is the hero of my New York gang, as Dean is the chief hero of the Western. They immediately took a dislike to each other. Damion’s girl suddenly socked Damion on the jaw with a roundhouse right. He stood reeling. She carried him home. Some of our mad newspaper friends came in from the office with bottles. There was a tremendous and wonderful snowstorm going on outside. Ed Dunkel met Lucille’s sister and disappeared with her; I forgot to say that Ed Dunkel is a very smooth man with the women. He’s six foot four, mild, affable, agreeable, bland, and delightful. He helps women on with their coats. That’s the way to do things. At five o’clock in the morning we were all rushing through the backyard of a tenement and climbing in through a window of an apartment where a huge party was going on. At dawn we were back at Tom Saybrook’s. People were drawing pictures and drinking stale beer. I slept on a couch with a girl called Mona in my arms. Great groups filed in from the old Columbia Campus bar. Everything in life, all the faces of life, were piling into the same dank room.
"
TRANSFER_BEFORE_02,On the road,Beat,TRANSFER_BEFORE,"George Shearing, the great jazz pianist, Dean said, was exactly like Roll Greb. Dean and I went to see Shearing at Bird-* land in the midst of the long, mad weekend. The place was deserted, we were the first customers, ten o’clock. Shearing’1 came out, blind, led by the hand to his keyboard. He was distinguished-looking Englishman with a stiff white collar,! slightly beefy, blond, with a delicate English-summer’s-night air about him that came out in the first rippling sweet number! he played as the bass-player leaned to him reverently and} thrummed the beat. The drummer, Denzil Best, sat motionless! except for his wrists snapping the brushes. And Shearing began to rock; a smile broke over his ecstatic face; he began to rock in the piano seat, back and forth, slowly at first, then the beat went up, and he began rocking fast, his left foot jumped up with every beat, his neck began to rock crookedly, he brought his face down to the keys, he pushed his hair back, his combed hair dissolved, he began to sweat. The music I picked up. The bass-player hunched over and socked it in, faster and faster, it seemed faster and faster, that’s all. Shearing began to play his chords; they rolled out of the piano in great rich showers, you’d think the man wouldn’t have time to line them up. They rolled and rolled like the sea.
"
Jack Kerouac,On the road,Beat,ORIGINAL,"It would take all night to tell about Old Bull Lee; let’s just say now, he was a teacher, and it may be said that he had every right to teach because he spent all his time learning; and the things he learned were what he considered to be and called «the facts of life,» which he learned not only out of necessity but because he wanted to. He dragged his long, thin body around the entire United States and most of Europe and North Africa in his time, only to see what was going on; he married a White Russian countess in Yugoslavia to get her away from the Nazis in the thirties; there are pictures of him with the international cocaine set of the thirties - gangs with wild hair, leaning on one another; there are other pictures of him in a Panama hat, surveying the streets of Algiers; he never saw the White Russian countess again. He was an exterminator in Chicago, a bartender in New York, a summons-server in Newark. In Paris he sat at cafe tables, watching the sullen French faces go by. In Athens he looked up from his ouzo at what he called the ugliest people in the world.
"
Jack Kerouac,On the road,Beat,ORIGINAL,"We hit all the dull bars in the French Quarter with Old Bull and went back home at midnight. That night Marylou took everything in the books; she took tea, goofballs, benny, liquor, and even asked Old Bull for a shot of M, which of course he didn’t give her; he did give her a martini. She was so saturated with elements of all kinds that she came to a standstill and stood goofy on the porch with me. It was a wonderful porch Bull had. It ran clear around the house; by moonlight with the willows it looked like an old Southern mansion that had seen better days. In the house Jane sat reading the want ads in the living room; Bull was in the bathroom taking his fix, clutching his old black necktie in his teeth for a tourniquet and jabbing with the needle into his woesome arm with the thousand holes; Ed Dunkel was sprawled out with Galatea in the massive master bed that Old Bull and Jane never used; Dean was rolling tea; and Marylou and I imitated Southern aristocracy. 
"
Jack Kerouac,On the road,Beat,ORIGINAL,"I fell asleep, all caked with mud; and in the morning when I woke up the mud was solidified and outside there was snow. We were near Fredericksburg, in the high plains. It was one of the worst winters in Texas and Western history, when cattle perished like flies in great blizzards and snow fell on San Francisco and LA. We were all miserable. We wished we were back in New Orleans with Ed Dunkel. Marylou was driving; Dean was sleeping. She drove with one hand on the wheel and the other reaching back to me in the back seat. She cooed promises about San Francisco. I slavered miserably over it. At ten I took the wheel - Dean was out for hours - and drove several hundred dreary miles across the bushy snows and ragged sage hills. Cowboys went by in baseball caps and earmuffs, looking for cows. Comfortable little homes with chimneys smoking appeared along the road at intervals. I wished we could go in for buttermilk and beans in front of the fireplace.
"
Jack Kerouac,On the road,Beat,ORIGINAL,"We passed Las Cruces, New Mexico, in the night and arrived in Arizona at dawn. I woke up from a deep sleep to find everybody sleeping like lambs and the car parked God knows where, because I couldn’t see out the steamy windows. I got out of the car. We were in the mountains: there was a heaven of sunrise, cool purple airs, red mountainsides, emerald pastures in valleys, dew, and transmuting clouds of gold; on the ground gopher holes, cactus, mesquite. It was time for me to drive on. I pushed Dean and the kid over and went down the mountain with the clutch in and the motor off to save gas. In this manner I rolled into Benson, Arizona. It occurred to me that I had a pocket watch Rocco had just given me for a birthday present, a four-dollar watch. At the gas station I asked the man if he knew a pawnshop in Benson. It was right next door to the station. I knocked, someone got up out of bed, and in a minute I had a dollar for the watch. It went into the tank. Now we had enough gas for Tucson. But suddenly a big pistol-packing trooper appeared, just as I was ready to pull out, and asked to see my driver’s license.
"
Jack Kerouac,On the road,Beat,ORIGINAL,"In the middle of the night we overtopped the lights of Palm Springs from a mountain road. At dawn, in snowy passes, we labored toward the town of Mojave, which was the entryway to the great Tehachapi Pass. The Okie woke up and told funny stories; sweet little Alfred sat smiling. Okie told us he knew a man who forgave his wife for shooting him and got her out of prison, only to be shot a second time. We were passing the women’s prison when he told it. Up ahead we saw Tehachapi Pass starting up. Dean took the wheel and carried us clear to the top of the world. We passed a great shroudy cement factory in the canyon. Then we started down. Dean cut off the gas, threw in the clutch, and negotiated every hairpin turn and passed cars and did everything in the books without the benefit of accelerator. I held on tight. Sometimes the road went up again briefly; he merely passed cars without a sound, on pure momentum. He knew every rhythm and every kick of a first-class pass. When it was time to U-turn left around a low stone wall that overlooked the bottom of the world, he just leaned far over to his left, hands on the wheel, stiff-armed, and carried it that way; and when the turn snaked to the right again, this time with a cliff on our left, he leaned far to the right, making Marylou and me lean with him.
"
Jack Kerouac,On the road,Beat,ORIGINAL,"Dean put on his pin-stripe suit with a sports shirt, we stashed our gear in a Greyhound bus locker for ten cents, and we took off to meet Roy Johnson who was going to be our chauffeur for two-day Frisco kicks. Roy agreed over the phone to do so. He arrived at the corner of Market and Third shortly thereafter and picked us up. Roy was now living in Frisco, working as a clerk and married to a pretty little blonde called Dorothy. Dean confided that her nose was too long - this was his big point of contention about her, for some strange reason - but her nose wasn’t too long at all. Roy Johnson is a thin, dark, handsome kid with a pin-sharp face and combed hair that he keeps shoving back from the sides of his head. He had an extremely earnest approach and a big smile. Evidently his wife, Dorothy, had wrangled with him over the chauffeuring idea - and, determined to make a stand as the man of the house (they lived in a little room), he nevertheless stuck by his promise to us, but with consequences; his mental dilemma resolved itself in a bitter silence. He drove Dean and me all over Frisco at all hours of day and night and never said a word; all he did was go through red lights and make sharp turns on two wheels, and this was telling us the shifts to which we’d put him. He was midway between the challenge of his new wife and the challenge of his old Denver poolhall gang leader. Dean was pleased, and of course unperturbed by the driving. We paid absolutely no attention to Roy and sat in the back and yakked. 
"
TRANSFER_BEFORE_09,On the road,Beat,TRANSFER_BEFORE,"Holy flowers floating in the air, were all these tired faces in the dawn of Jazz America. We had to sleep; Galatea Dunkel’s was out of the question. Dean knew a railroad brakeman called Ernest Burke who lived with his father in a hotel room on Third Street. Originally he’d been on good terms with them, but lately not so, and the idea was for me to try persuading them to let us sleep on their floor. It was horrible. I had to call from a morning diner. The old man answered the phone suspiciously. He remembered me from what his son had told him. To our surprise he came down to the lobby and let us in. It was just a sad old brown Frisco hotel. We went upstairs and the old man was kind enough to give us the entire bed. «I have to get up anyway,» he said and retired to the little kitchenette to brew coffee. He began telling stories about his railroading days. He reminded me of my father. I stayed up and listened to the stories. Dean, not listening, was washing his teeth and bustling around and saying, «Yes, that’s right,» to everything he said. Finally we slept; and in the morning Ernest came back from a Western Division run and took the bed as Dean and I got up. Now old Mr. Burke dolled himself up for a date with his middle-aged sweetheart. He put on a green tweed suit, a cloth cap, also green tweed, and stuck a flower in his lapel.
"
"William S. Burroughs
",Naked Lunch,Beat,ORIGINAL,"In the City Market is the Meet Café. Followers of obsolete, unthinkable trades doodling in Etruscan, addicts of drugs not yet synthesized, pushers of souped-up harmine, junk reduced to pure habit offering precarious vegetable serenity, liquids to induce Latah, Tithonian longevity serums, black marketeers of World War III, excusers of telepathic sensitivity, osteopaths of the spirit, investigators of infractions denounced by bland paranoid chess players, servers of fragmentary warrants taken down in hebephrenic shorthand charging unspeakable mutilations of the spirit, bureaucrats of spectral departments, officials of unconstituted police states, a Lesbian dwarf who has perfected operation Bang-utot, the lung erection that strangles a sleeping enemy, sellers of orgone tanks and relaxing machines, brokers of exquisite dreams and memories tested on the sensitized cells of junk sickness and bartered for raw materials of the will, doctors skilled in the treatment of diseases dormant in the black dust of ruined cities, gathering virulence in the white blood of eyeless worms feeling slowly to the surface and the human host, maladies of the ocean floor and the stratosphere, maladies of the laboratory and atomic war... A place where the unknown past and the emergent future meet in a vibrating soundless hum... Larval entities waiting for a Live One…
"
TRANSFER_BEFORE_10,Naked Lunch,Beat,TRANSFER_BEFORE,"Democracy is cancerous, and bureaus are its cancer. A bureau takes root anywhere in the state, turns malignant like the Narcotic Bureau, and grows and grows, always reproducing more of its own kind, until it chokes the host if not controlled or excised. Bureaus cannot live without a host, being true parasitic organisms. (A cooperative on the other hand can live without the state. That is the road to follow. The building up of independent units to meet needs of the people who participate in the functioning of the unit. A bureau operates on opposite principles of inventing needs to justify its existence.) Bureaucracy is wrong as a cancer, a turning away from the human evolutionary direction of infinite potentials and differentiation and independent spontaneous action to the complete parasitism of a virus. (It is thought that the virus is a degeneration from more complex life-form. It may at one time have been capable of independent life. Now has fallen to the borderline between living and dead matter. It can exhibit living qualities only in a host, by using the life of another — the renunciation of life itself, a falling towards inorganic, inflexible machine, towards dead matter.) Bureaus die when the structure of the state collapse. They are as helpless and unfit for independent existence as a displaced tapeworm, or a virus that has killed the host."
"William S. Burroughs
",Naked Lunch,Beat,ORIGINAL,"While in general I avoid the use of torture - torture locates the opponent and mobilizes resistance - the threat of torture is useful to induce in the subject the appropriate feeling of helplessness and gratitude to the interrogator for withholding it. And torture can be employed to advantage as a penalty when the subject is far enough along with the treatment to accept punishment as deserved. To this end I devised several forms of disciplinary procedure. One was known as the Switchboard. Electric drills that can be turned on at any time are clamped against the subject's teeth; and he is instructed to operate an arbitrary switchboard, to put certain connections in certain sockets in response to bells and lights. Every time he makes a mistake the drills are turned on for twenty seconds. The signals are gradually speeded up beyond his reaction time. Half an hour on the Switchboard and the subject breaks down like an overloaded thinking machine.
"
